,Benchmark,Hardware Vendor	,System,Peak Result,Base Result,# Cores,# Chips ,Processor ,Published
611,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9374F 32-Core Processor),16.1,15.9,32,1,AMD EPYC 9374F,Jan-24
612,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9374F 32-Core Processor),0.0,15.9,32,1,AMD EPYC 9374F,Feb-23
433,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9374F 32-Core Processor),16.1,15.9,32,1,AMD EPYC 9374F,Feb-24
434,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9374F 32-Core Processor),0.0,15.9,32,1,AMD EPYC 9374F,Feb-23
473,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9374F 32-Core Processor),16.2,16.0,64,2,AMD EPYC 9374F,Feb-24
474,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9374F 32-Core Processor),0.0,16.0,64,2,AMD EPYC 9374F,Feb-23
649,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9374F 32-Core Processor),16.2,16.0,64,2,AMD EPYC 9374F,Jan-24
650,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9374F 32-Core Processor),0.0,15.9,64,2,AMD EPYC 9374F,Feb-23
497,CINT2017,Dell Inc.,PowerEdge R6715 (AMD EPYC 9375F 32-Core Processor),20.4,20.0,32,1,AMD EPYC 9375F,Jun-25
687,CINT2017,Dell Inc.,PowerEdge R7725 (AMD EPYC 9375F 32-Core Processor),20.6,20.2,64,2,AMD EPYC 9375F,Jun-25
613,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9384X 32-Core Processor),14.9,14.8,32,1,AMD EPYC 9384X,Sep-23
435,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9384X 32-Core Processor),15.1,14.9,32,1,AMD EPYC 9384X,Sep-23
651,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9384X 32-Core Processor),15.1,14.9,64,2,AMD EPYC 9384X,Sep-23
475,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9384X 32-Core Processor),15.2,15.0,64,2,AMD EPYC 9384X,Sep-23
436,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9454 48-Core Processor),14.5,14.2,48,1,AMD EPYC 9454,Feb-24
614,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9454 48-Core Processor),14.5,14.2,48,1,AMD EPYC 9454,Jan-24
476,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9454 48-Core Processor),14.5,14.2,96,2,AMD EPYC 9454,Feb-24
653,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9454 48-Core Processor),0.0,14.2,96,2,AMD EPYC 9454,Feb-23
477,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9454 48-Core Processor),0.0,14.2,96,2,AMD EPYC 9454,Feb-23
652,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9454 48-Core Processor),14.5,14.2,96,2,AMD EPYC 9454,Jan-24
437,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9454P 48-Core Processor),14.4,14.2,48,1,AMD EPYC 9454P,Feb-24
438,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9454P 48-Core Processor),0.0,14.2,48,1,AMD EPYC 9454P,May-23
615,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9454P 48-Core Processor),14.5,14.2,48,1,AMD EPYC 9454P,Jan-24
616,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9474F 48-Core Processor),15.5,15.3,48,1,AMD EPYC 9474F,Jan-24
617,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9474F 48-Core Processor),0.0,15.2,48,1,AMD EPYC 9474F,Feb-23
439,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9474F 48-Core Processor),15.5,15.2,48,1,AMD EPYC 9474F,Feb-24
440,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9474F 48-Core Processor),0.0,15.2,48,1,AMD EPYC 9474F,Feb-23
478,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9474F 48-Core Processor),15.5,15.3,96,2,AMD EPYC 9474F,Feb-24
479,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9474F 48-Core Processor),0.0,15.2,96,2,AMD EPYC 9474F,Feb-23
655,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9474F 48-Core Processor),15.5,15.3,96,2,AMD EPYC 9474F,Feb-23
654,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9474F 48-Core Processor),15.5,15.3,96,2,AMD EPYC 9474F,Jan-24
498,CINT2017,Dell Inc.,PowerEdge R6715 (AMD EPYC 9475F 48-Core Processor),20.4,20.0,48,1,AMD EPYC 9475F,Jun-25
510,CINT2017,Dell Inc.,PowerEdge R6725 (AMD EPYC 9475F 48-Core Processor),20.5,20.1,96,2,AMD EPYC 9475F,Jul-25
344,CINT2017,Dell Inc.,PowerEdge M7725 (AMD EPYC 9475F 48-Core Processor),20.6,20.2,96,2,AMD EPYC 9475F,Mar-25
441,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9534 64-Core Processor),14.0,13.9,64,1,AMD EPYC 9534,Feb-24
442,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9534 64-Core Processor),0.0,13.8,64,1,AMD EPYC 9534,May-23
620,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9534 64-Core Processor),0.0,13.9,64,1,AMD EPYC 9534,Feb-23
619,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9534 64-Core Processor),13.9,13.8,64,1,AMD EPYC 9534,May-23
618,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9534 64-Core Processor),13.8,13.7,64,1,AMD EPYC 9534,Jan-24
656,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9534 64-Core Processor),13.9,13.8,128,2,AMD EPYC 9534,Jan-24
657,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9534 64-Core Processor),0.0,13.9,128,2,AMD EPYC 9534,May-23
481,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9534 64-Core Processor),0.0,13.9,128,2,AMD EPYC 9534,May-23
480,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9534 64-Core Processor),13.9,13.9,128,2,AMD EPYC 9534,Feb-24
443,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9554 64-Core Processor),14.3,14.0,64,1,AMD EPYC 9554,Feb-24
621,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9554 64-Core Processor),14.3,14.0,64,1,AMD EPYC 9554,Jan-24
483,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9554 64-Core Processor),0.0,14.0,128,2,AMD EPYC 9554,Feb-23
482,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9554 64-Core Processor),14.3,14.1,128,2,AMD EPYC 9554,Feb-24
659,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9554 64-Core Processor),0.0,14.0,128,2,AMD EPYC 9554,Feb-23
658,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9554 64-Core Processor),14.3,14.1,128,2,AMD EPYC 9554,Jan-24
622,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9554P 64-Core Processor),14.2,14.0,64,1,AMD EPYC 9554P,Jan-24
623,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9554P 64-Core Processor),0.0,14.0,64,1,AMD EPYC 9554P,Feb-23
444,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9554P 64-Core Processor),14.3,14.0,64,1,AMD EPYC 9554P,Feb-24
445,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9554P 64-Core Processor),0.0,14.1,64,1,AMD EPYC 9554P,Feb-23
511,CINT2017,Dell Inc.,PowerEdge R6725 (AMD EPYC 9555 64-Core Processor),19.0,18.7,128,2,AMD EPYC 9555,Jul-25
696,CINT2017,Dell Inc.,PowerEdge XE7745 (AMD EPYC 9555 64-Core Processor),19.1,18.7,128,2,AMD EPYC 9555,Mar-25
688,CINT2017,Dell Inc.,PowerEdge R7725 (AMD EPYC 9555 64-Core Processor),19.1,18.8,128,2,AMD EPYC 9555,Jun-25
499,CINT2017,Dell Inc.,PowerEdge R6715 (AMD EPYC 9555P 64-Core Processor),18.9,18.4,64,1,AMD EPYC 9555P,Jun-25
500,CINT2017,Dell Inc.,PowerEdge R6715 (AMD EPYC 9575F 64-Core Processor),21.2,20.8,64,1,AMD EPYC 9575F,Nov-24
676,CINT2017,Dell Inc.,PowerEdge R7715 (AMD EPYC 9575F 64-Core Processor),21.3,20.9,64,1,AMD EPYC 9575F,Nov-24
345,CINT2017,Dell Inc.,PowerEdge M7725 (AMD EPYC 9575F 64-Core Processor),21.3,20.9,128,2,AMD EPYC 9575F,Mar-25
512,CINT2017,Dell Inc.,PowerEdge R6725 (AMD EPYC 9575F 64-Core Processor),21.4,21.0,128,2,AMD EPYC 9575F,Nov-24
697,CINT2017,Dell Inc.,PowerEdge XE7745 (AMD EPYC 9575F 64-Core Processor),21.3,20.9,128,2,AMD EPYC 9575F,Mar-25
446,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9634 84-Core Processor),13.9,13.8,84,1,AMD EPYC 9634,Feb-24
624,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9634 84-Core Processor),13.9,13.8,84,1,AMD EPYC 9634,Jan-24
625,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9634 84-Core Processor),14.0,13.9,84,1,AMD EPYC 9634,May-23
447,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9634 84-Core Processor),0.0,13.9,84,1,AMD EPYC 9634,May-23
660,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9634 84-Core Processor),13.9,13.9,168,2,AMD EPYC 9634,Jan-24
661,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9634 84-Core Processor),0.0,13.9,168,2,AMD EPYC 9634,May-23
484,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9634 84-Core Processor),14.0,13.9,168,2,AMD EPYC 9634,Feb-24
485,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9634 84-Core Processor),0.0,13.9,168,2,AMD EPYC 9634,May-23
448,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9654 96-Core Processor),13.9,13.8,96,1,AMD EPYC 9654,Feb-24
486,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9654 96-Core Processor),13.9,13.8,192,2,AMD EPYC 9654,May-24
487,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9654 96-Core Processor),0.0,13.9,192,2,AMD EPYC 9654,Feb-23
662,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9654 96-Core Processor),14.1,13.9,192,2,AMD EPYC 9654,Mar-24
663,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9654 96-Core Processor),0.0,14.0,192,2,AMD EPYC 9654,Nov-22
449,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9654P 96-Core Processor),13.9,13.8,96,1,AMD EPYC 9654P,Feb-24
450,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9654P 96-Core Processor),0.0,13.9,96,1,AMD EPYC 9654P,Feb-23
626,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9654P 96-Core Processor),13.9,13.8,96,1,AMD EPYC 9654P,Feb-23
689,CINT2017,Dell Inc.,PowerEdge R7725 (AMD EPYC 9655 96-Core Processor),19.5,19.2,192,2,AMD EPYC 9655,Jun-25
513,CINT2017,Dell Inc.,PowerEdge R6725 (AMD EPYC 9655 96-Core Processor),19.6,19.2,192,2,AMD EPYC 9655,Nov-24
346,CINT2017,Dell Inc.,PowerEdge M7725 (AMD EPYC 9655 96-Core Processor),19.6,19.2,192,2,AMD EPYC 9655,Mar-25
698,CINT2017,Dell Inc.,PowerEdge XE7745 (AMD EPYC 9655 96-Core Processor),19.5,19.1,192,2,AMD EPYC 9655,Mar-25
501,CINT2017,Dell Inc.,PowerEdge R6715 (AMD EPYC 9655P 96-Core Processor),19.3,19.0,96,1,AMD EPYC 9655P,Jul-25
628,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9684X 96-Core Processor),0.0,14.2,96,1,AMD EPYC 9684X,Jun-23
627,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9684X 96-Core Processor),14.3,14.2,96,1,AMD EPYC 9684X,Mar-24
452,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9684X 96-Core Processor),0.0,14.1,96,1,AMD EPYC 9684X,Jun-23
451,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9684X 96-Core Processor),14.3,14.2,96,1,AMD EPYC 9684X,Feb-24
664,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9684X 96-Core Processor),14.4,14.2,192,2,AMD EPYC 9684X,Mar-24
665,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9684X 96-Core Processor),0.0,14.1,192,2,AMD EPYC 9684X,Jun-23
488,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9684X 96-Core Processor),14.2,14.1,192,2,AMD EPYC 9684X,Jun-23
629,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9734 112-Core Processor),11.1,11.0,112,1,AMD EPYC 9734,Mar-24
630,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9734 112-Core Processor),0.0,10.9,112,1,AMD EPYC 9734,Jun-23
453,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9734 112-Core Processor),11.1,11.0,112,1,AMD EPYC 9734,Feb-24
454,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9734 112-Core Processor),0.0,11.0,112,1,AMD EPYC 9734,Jun-23
489,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9734 112-Core Processor),11.0,11.0,224,2,AMD EPYC 9734,Jun-23
667,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9734 112-Core Processor),0.0,10.9,224,2,AMD EPYC 9734,Jun-23
666,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9734 112-Core Processor),11.1,11.0,224,2,AMD EPYC 9734,Mar-24
677,CINT2017,Dell Inc.,PowerEdge R7715 (AMD EPYC 9745 128-Core Processor),16.1,15.8,128,1,AMD EPYC 9745,Jun-25
502,CINT2017,Dell Inc.,PowerEdge R6715 (AMD EPYC 9745 128-Core Processor),16.2,15.9,128,1,AMD EPYC 9745,Jun-25
514,CINT2017,Dell Inc.,PowerEdge R6725 (AMD EPYC 9745 128-Core Processor),16.1,15.8,256,2,AMD EPYC 9745,Jul-25
456,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9754 128-Core Processor),0.0,11.3,128,1,AMD EPYC 9754,Jun-23
455,CINT2017,Dell Inc.,PowerEdge R6615 (AMD EPYC 9754 128-Core Processor),11.4,11.4,128,1,AMD EPYC 9754,Feb-24
632,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9754 128-Core Processor),0.0,10.9,128,1,AMD EPYC 9754,Jun-23
631,CINT2017,Dell Inc.,PowerEdge R7615 (AMD EPYC 9754 128-Core Processor),11.4,11.3,128,1,AMD EPYC 9754,Jan-24
668,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9754 128-Core Processor),11.5,11.3,256,2,AMD EPYC 9754,Jan-24
669,CINT2017,Dell Inc.,PowerEdge R7625 (AMD EPYC 9754 128-Core Processor),0.0,11.3,256,2,AMD EPYC 9754,Jun-23
490,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9754 128-Core Processor),11.5,11.3,256,2,AMD EPYC 9754,Feb-24
491,CINT2017,Dell Inc.,PowerEdge R6625 (AMD EPYC 9754 128-Core Processor),0.0,11.3,256,2,AMD EPYC 9754,Jun-23
691,CINT2017,Dell Inc.,PowerEdge R7725 (AMD EPYC 9755 128-Core Processor),18.2,17.8,256,2,AMD EPYC 9755,Oct-24
515,CINT2017,Dell Inc.,PowerEdge R6725 (AMD EPYC 9755 128-Core Processor),18.1,17.8,256,2,AMD EPYC 9755,Jun-25
690,CINT2017,Dell Inc.,PowerEdge R7725 (AMD EPYC 9755 128-Core Processor),17.9,17.7,256,2,AMD EPYC 9755,Jun-25
699,CINT2017,Dell Inc.,PowerEdge XE7745 (AMD EPYC 9755 128-Core Processor),18.0,17.7,256,2,AMD EPYC 9755,Mar-25
347,CINT2017,Dell Inc.,PowerEdge M7725 (AMD EPYC 9755 128-Core Processor),18.0,17.7,256,2,AMD EPYC 9755,Mar-25
678,CINT2017,Dell Inc.,PowerEdge R7715 (AMD EPYC 9825 144-Core Processor),16.2,16.0,144,1,AMD EPYC 9825,Jun-25
503,CINT2017,Dell Inc.,PowerEdge R6715 (AMD EPYC 9825 144-Core Processor),16.2,15.9,144,1,AMD EPYC 9825,Jun-25
516,CINT2017,Dell Inc.,PowerEdge R6725 (AMD EPYC 9825 144-Core Processor),16.2,16.0,288,2,AMD EPYC 9825,Jul-25
348,CINT2017,Dell Inc.,PowerEdge M7725 (AMD EPYC 9825 144-Core Processor),16.2,16.0,288,2,AMD EPYC 9825,Mar-25
692,CINT2017,Dell Inc.,PowerEdge R7725 (AMD EPYC 9825 144-Core Processor),16.2,16.0,288,2,AMD EPYC 9825,Jun-25
679,CINT2017,Dell Inc.,PowerEdge R7715 (AMD EPYC 9845 160-Core Processor),16.2,16.0,160,1,AMD EPYC 9845,Jun-25
504,CINT2017,Dell Inc.,PowerEdge R6715 (AMD EPYC 9845 160-Core Processor),16.1,15.9,160,1,AMD EPYC 9845,Jun-25
693,CINT2017,Dell Inc.,PowerEdge R7725 (AMD EPYC 9845 160-Core Processor),15.9,15.6,320,2,AMD EPYC 9845,Jun-25
517,CINT2017,Dell Inc.,PowerEdge R6725 (AMD EPYC 9845 160-Core Processor),16.3,16.0,320,2,AMD EPYC 9845,Jul-25
349,CINT2017,Dell Inc.,PowerEdge M7725 (AMD EPYC 9845 160-Core Processor),16.3,16.0,320,2,AMD EPYC 9845,Mar-25
350,CINT2017,Dell Inc.,PowerEdge M7725 (AMD EPYC 9965 192-Core Processor),16.2,16.0,384,2,AMD EPYC 9965,Mar-25
695,CINT2017,Dell Inc.,PowerEdge R7725 (AMD EPYC 9965 192-Core Processor),16.2,15.9,384,2,AMD EPYC 9965,Oct-24
700,CINT2017,Dell Inc.,PowerEdge XE7745 (AMD EPYC 9965 192-Core Processor),16.1,15.8,384,2,AMD EPYC 9965,Mar-25
518,CINT2017,Dell Inc.,PowerEdge R6725 (AMD EPYC 9965 192-Core Processor),16.2,16.0,384,2,AMD EPYC 9965,Jun-25
694,CINT2017,Dell Inc.,PowerEdge R7725 (AMD EPYC 9965 192-Core Processor),16.3,16.0,384,2,AMD EPYC 9965,Nov-24
701,CINT2017,Epsylon Sp. z o.o. Sp. Komandytowa,"eterio 217 RZ1 (AMD Epyc 7272, 2.9 GHz) AMD EPYC 7272",8.62,8.36,24,2,AMD EPYC 7272,Nov-20
702,CINT2017,Epsylon Sp. z o.o. Sp. Komandytowa,"eterio 217 RZ1 (AMD Epyc 7302, 3.0GHz) AMD EPYC 7302",9.02,8.74,32,2,AMD EPYC 7302,Nov-20
703,CINT2017,Epsylon Sp. z o.o. Sp. Komandytowa,"eterio 217 RZ1 (AMD Epyc 7402, 2.8 GHz) AMD EPYC 7402",9.01,8.75,48,2,AMD EPYC 7402,Nov-20
704,CINT2017,Fujitsu,"PRIMERGY RX1440 M2, AMD EPYC 9135, 3.65 GHz",0.0,17.0,16,1,AMD EPYC 9135,Jun-25
709,CINT2017,Fujitsu,"PRIMERGY RX2450 M2, AMD EPYC 9135, 3.65 GHz",0.0,17.3,32,2,AMD EPYC 9135,Jun-25
705,CINT2017,Fujitsu,"PRIMERGY RX1440 M2, AMD EPYC 9174F, 4.1 GHz",0.0,16.4,16,1,AMD EPYC 9174F,Feb-24
710,CINT2017,Fujitsu,"PRIMERGY RX2450 M2, AMD EPYC 9174F, 4.1 GHz",0.0,16.6,32,2,AMD EPYC 9174F,Feb-24
706,CINT2017,Fujitsu,"PRIMERGY RX1440 M2, AMD EPYC 9375F, 3.80 GHz",0.0,20.4,32,1,AMD EPYC 9375F,Jun-25
707,CINT2017,Fujitsu,"PRIMERGY RX1440 M2, AMD EPYC 9455, 3.15 GHz",0.0,18.8,48,1,AMD EPYC 9455,Jun-25
708,CINT2017,Fujitsu,"PRIMERGY RX1440 M2, AMD EPYC 9575F, 3.30 GHz",0.0,21.0,64,1,AMD EPYC 9575F,Nov-24
711,CINT2017,Fujitsu,"PRIMERGY RX2450 M2, AMD EPYC 9575F, 3.30 GHz",0.0,21.3,128,2,AMD EPYC 9575F,Nov-24
712,CINT2017,FusionStor,Invento i6000 EPYC (AMD EPYC 9124) AMD EPYC 9124,13.4,13.1,32,2,AMD EPYC 9124,Apr-25
713,CINT2017,Fusionstor,Invento i6000 EPYC (AMD EPYC 9554),14.5,14.2,256,2,AMD EPYC 9554,Mar-25
714,CINT2017,Fusionstor,Invento i6000 EPYC (AMD EPYC 9654),14.3,14.1,192,2,AMD EPYC 9654,Mar-25
716,CINT2017,"GIGA-BYTE TECHNOLOGY CO., LTD.","R282-Z90 (AMD EPYC 72F3 , 3.70GHz)",13.9,13.9,16,2,AMD EPYC 72F3,Mar-21
715,CINT2017,"GIGA-BYTE TECHNOLOGY CO., LTD.","R272-Z30 (AMD EPYC 7742, 2.25GHz)",9.24,8.93,64,1,AMD EPYC 7742,Aug-19
717,CINT2017,"GIGA-BYTE TECHNOLOGY CO., LTD.","R282-Z90 (AMD EPYC 7742, 2.25GHz)",9.08,8.84,128,2,AMD EPYC 7742,Aug-19
984,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus v2 (2.80 GHz, AMD EPYC 7203)",11.1,11.0,16,2,AMD EPYC 7203,Dec-23
895,CINT2017,Hewlett Packard Enterprise,"ProLiant DL365 Gen10 Plus (2.80GHz, AMD EPYC 7203)",11.1,10.9,16,2,AMD EPYC 7203,Dec-23
840,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen10 Plus (2.80 GHz, AMD EPYC 7203P)",10.7,10.6,8,1,AMD EPYC 7203P,Dec-23
770,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus v2 (2.80 GHz, AMD EPYC 7203P)",10.6,10.5,8,1,AMD EPYC 7203P,Dec-23
969,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus (3.10 GHz, AMD EPYC 7252)",8.44,8.2,16,2,AMD EPYC 7252,Apr-20
738,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 (3.20 GHz, AMD EPYC 7262)",0.0,7.44,8,1,AMD EPYC 7262,Oct-19
953,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 (3.20 GHz, AMD EPYC 7262)",0.0,7.84,16,2,AMD EPYC 7262,Oct-19
752,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus (2.80 GHz, AMD EPYC 7282)",8.41,8.18,16,1,AMD EPYC 7282,Apr-20
751,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus (2.80 GHz, AMD EPYC 7282)",0.0,8.23,16,1,AMD EPYC 7282,May-20
963,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus (2.80 GHz, AMD EPYC 7282)",8.49,8.29,32,2,AMD EPYC 7282,Apr-20
848,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen10 Plus (3.70 GHz, AMD EPYC 72F3)",13.3,13.3,8,1,AMD EPYC 72F3,Jun-21
781,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus v2 (3.70 GHz, AMD EPYC 72F3)",13.3,13.3,8,1,AMD EPYC 72F3,Jun-21
902,CINT2017,Hewlett Packard Enterprise,"ProLiant DL365 Gen10 Plus (3.70 GHz, AMD EPYC 72F3)",13.7,13.6,16,2,AMD EPYC 72F3,Jun-21
995,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus v2 (3.70 GHz, AMD EPYC 72F3)",13.6,13.6,16,2,AMD EPYC 72F3,Jun-21
967,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus (3.00 GHz, AMD EPYC 7302)",0.0,8.34,32,2,AMD EPYC 7302,May-20
968,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus (3.00 GHz, AMD EPYC 7302)",8.36,8.1,32,2,AMD EPYC 7302,Apr-20
951,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 (3.00 GHz, AMD EPYC 7302)",0.0,8.01,32,2,AMD EPYC 7302,Oct-19
736,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 (3.00 GHz, AMD EPYC 7302P)",0.0,7.5,16,1,AMD EPYC 7302P,Oct-19
757,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus (3.00 GHz, AMD EPYC 7302P)",0.0,8.55,16,1,AMD EPYC 7302P,May-20
758,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus (3.00 GHz, AMD EPYC 7302P)",8.72,8.55,16,1,AMD EPYC 7302P,Apr-20
979,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus v2 (2.40 GHz, AMD EPYC 7303)",11.1,11.0,32,2,AMD EPYC 7303,Dec-23
889,CINT2017,Hewlett Packard Enterprise,"ProLiant DL365 Gen10 Plus (2.40 GHz, AMD EPYC 7303)",11.0,10.9,32,2,AMD EPYC 7303,Dec-23
765,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus v2 (2.40 GHz, AMD EPYC 7303P)",11.0,10.9,16,1,AMD EPYC 7303P,Dec-23
835,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen10 Plus (2.40 GHz, AMD EPYC 7303P)",11.0,10.9,16,1,AMD EPYC 7303P,Dec-23
990,CINT2017,Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus v2 (3.00 GHz, AMD EPYC 7313)",12.5,12.5,32,2,AMD EPYC 7313,May-21
898,CINT2017,Hewlett Packard Enterprise,"ProLiant DL365 Gen10 Plus (3.0 GHz, AMD EPYC 7313)",12.4,12.4,32,2,AMD EPYC 7313,May-21
776,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus v2 (3.00 GHz, AMD EPYC 7313P)",12.4,12.3,16,1,AMD EPYC 7313P,May-21
844,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen10 Plus (3.00 GHz, AMD EPYC 7313P)",12.4,12.4,16,1,AMD EPYC 7313P,May-21
778,CINT2017,Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus v2 (3.20 GHz, AMD EPYC 7343)",13.1,13.0,16,1,AMD EPYC 7343,Jul-21
845,CINT2017,Hewlett Packard Enterprise,"ProLiant DL345 Gen10 Plus (3.20 GHz, AMD EPYC 7343)",13.0,13.0,16,1,AMD EPYC 7343,Jun-21
